uid,label,fold
xaji0y6d,0,1
pbhsahxt,0,4
hv3a3zmf,0,0
8mdd4v30,0,3
t9nt3w5u,1,4
zbikcidk,1,4
wnnhj7xv,0,0
g0fn9xuy,0,4
41ibljh7,0,3
5lxo6qji,1,3
ujv6oh9s,1,0
dbdw2pcn,1,4
9t84azyt,0,2
jxepq85j,1,3
sg65kxvf,1,1
1t2tala7,0,0
53lc58dr,1,0
c11ertj5,1,1
9mx2x18h,0,2
afeyuhz1,1,3
gv0e38da,1,0
ly8ozcyw,1,3
d14ve92m,1,4
pnsm43d8,0,0
w3zp08j3,1,1
trp0j43d,1,4
5iqvnb4g,1,2
h2m5zja8,1,1
dzr1yxr2,1,1
dhylurtp,0,0
0lzjjege,1,1
t1ghr09s,0,3
kdgigatj,1,2
9tze5r5u,0,2
qpgb7r3o,0,0
cwbfuk9e,0,1
1v2isqp4,1,2
9kwv08hh,1,2
xfgcaqvk,0,2
izzqy72w,1,0
x7ptx63c,1,4
fl0ukeyz,1,4
7srcbplj,1,2
d84u89yj,1,4
b1qx6gvw,0,1
rdmly4ly,0,0
k83tqll8,0,1
os9xtogn,1,0
1w1ht7pz,1,3
e9vifttd,1,0
96qe3rzs,0,0
j49itn7s,1,3
55j2o7s3,0,4
kkv9rftm,1,2
ttqlgzui,1,4
1b0z3nx3,1,3
9rbsv55p,1,3
sq0oxfq8,1,2
myx444nl,1,4
z15bcw79,1,0
0pdw5py6,1,2
b2knftu2,1,3
gc5wi6fq,0,2
jja26yfp,1,2
mvxpj4hn,0,4
riuu9k9x,1,1
juy0bvr6,1,0
k2vmwwyz,0,1
x4w6xlpu,0,2
0dk0get8,0,1
t63j3r30,1,0
me8f8409,0,1
82n2atqy,0,3
yv37dia5,0,2
u6hc36ko,0,3
f8krd5eq,0,3
y08p0fod,0,3
ro8bnp84,0,2
dyt9moge,0,3
4qxxva2i,0,1
euc1hh5l,1,3
f6a4fejg,0,4
xaa2ilgb,0,1
0s0r2sds,1,2
8b25sq8c,0,4
royr6ccv,1,0
cjwtl9tq,1,0
vdz4x1zh,1,3
qimqodpx,1,4
nf7c3dd0,1,3
3uvulemx,0,2
15z8vmuh,0,4
xid4n1u3,1,0
493wxa73,1,1
jgzlma5u,0,4
ofwb0hpm,0,3
nz1udbfw,1,2
yjxrpj1e,0,3
pkyrybov,0,1
akhejla0,0,2
gnzs43c5,1,3
ba75uuzp,0,0
eal2w37d,0,2
4ivsolml,1,1
gses6m03,0,2
3ifhv1xg,0,4
1r11q7uw,0,2
w5wfcpkj,0,4
cslqc3c5,0,2
4wsqt26q,0,3
3xlrfcd6,0,0
mzsgipps,0,0
fnkomv2x,0,2
cdyk0x65,1,1
mufm8zov,1,0
7ln23y30,1,4
ysxpnngh,1,1
8riec4d1,0,1
45bm1enf,0,1
313fpoyi,1,2
pk0qtl3q,0,3
4n89qkns,0,2
832ejx5t,1,0
d44k1j6f,0,3
p8hqmabs,0,0
i9nb74x2,0,1
ek3zezqa,0,3
cj4t0sek,0,4
kbp2qd6v,1,3
asifpwio,1,0
xd9css9t,0,3
oqw9ja2m,0,0
0w10lbt3,0,0
g2qzw3c1,0,2
qkbhb7s9,0,1
t64z7w2s,0,3
ehe2atn2,0,2
twdl9zs1,0,3
3c9xqym5,1,0
2xg8p6be,1,3
fflzm764,0,3
jwtektsg,1,4
7fxzv4u3,0,2
bbxux1ox,0,1
rwk8r2yk,1,4
ccprhvlz,1,0
049enulq,0,1
jidknwi5,0,2
flul1rsr,0,0
la8s8hmb,0,1
r5xqt4p5,0,3
01nouhtc,0,0
s1k9ye9o,0,2
2m71hssb,1,2
elrqvslw,1,4
f90km3tz,0,0
k3ny9v20,0,0
yar821uz,1,0
vgww4fyb,1,1
8dalfyo1,0,3
750cehlx,1,0
slg6mm1z,1,1
xyvgiui9,1,0
kkhzlm72,0,4
jeyn9382,1,1
kkzmpjrh,1,3
t7zewviy,0,2
twbozd1a,0,4
t7o75rh8,1,3
lx6dut07,0,1
6g5g79or,1,0
7875aud9,1,3
k9tr74qg,0,4
efqjg02u,1,4
1g463sdy,1,3
gfliji18,1,0
k0axycel,0,1
os6zle6k,1,1
whef0vot,1,4
qtxhi15c,1,0
qzcuctsu,1,0
flsehuds,1,0
3qsqcq30,0,1
o30ubmc9,0,0
7c7bo119,0,0
xp9n56ny,0,1
xtxmgtt0,0,4
iaakytt3,0,0
imj70e3p,1,4
15ahdbvz,0,0
b0oih5cs,1,2
k30lvylk,0,3
fxhkc856,0,2
wpr97y2l,1,4
ofn1r4kz,1,2
36u8ueih,1,1
x74d0gjy,0,1
v5g10ur5,1,4
l8a78e9r,0,0
ivh6t1nt,1,2
mjsrd9q4,1,1
6nouhfj7,0,0
upfln4rx,1,0
yj38xrg2,0,4
gzr7txcb,0,4
48y1o4iz,1,1
asnwywrr,1,2
atatj9a3,0,1
y36ddfgs,0,0
3jonou9i,1,1
y4x41dnt,0,2
cagrp2u4,0,2
dtbh55rb,0,4
c76ub7l8,1,0
v1zocfi4,1,3
o6l1f90s,0,3
9bp4m18o,0,3
1bj9rm7p,0,4
yxdw2zcf,1,2
zw0ldalm,0,1
jegqtoam,0,4
dvlnknd6,0,2
69ugnekr,0,4
cpprcjiw,1,1
vhdk8lw2,0,1
lm349el8,1,2
hl88kzru,0,0
in3oeuvt,1,1
yt8qzpky,0,0
32orwixz,1,3
2c9ros7y,0,1
t2m6twd1,1,0
xmxb9yo1,0,2
8pajssuu,0,3
qo1vsmad,1,4
o8e7flqh,1,4
rrpzlk3e,0,3
4xyf9igf,1,1
u8iogxpb,0,2
whvnzh13,1,1
cd5glqj5,1,2
sxvwvm4w,0,2
3zkwdeek,1,0
gyspengw,0,2
yx9trflq,1,0
bmae38sr,0,1
yo4rcb1k,1,3
jtgq01te,0,3
e13n3bzt,0,3
9d31k9qm,1,1
3p91i3vm,0,4
zwffhhcm,1,2
ktlzkj49,0,0
yd82795e,1,0
5iz31yru,0,2
joqw5dsk,1,3
7n8la100,1,1
qxmcthph,0,0
j3muurmy,1,3
bd2qe4pa,0,3
8hyexf7j,1,1
xjn6fokz,0,2
ixzareiy,0,0
az39pecn,0,1
0dl5e11e,1,0
9ftaxp0w,1,4
foy4dd1v,1,2
n8lfjdtv,0,4
v2y4xkss,1,2
0kb68rer,0,1
vt997e4u,0,0
ny181acj,0,1
bc2swsoz,1,2
ctwjlsh3,0,4
tow4ycz0,0,4
4cdpqvl0,1,1
0ezzf8s2,1,1
zge2j51b,1,4
3jczucqm,0,4
runjdu0i,1,0
sb5iqnf7,0,1
4t60ploz,1,3
jcns6g29,1,4
8cqk4lta,0,4
hukwqvr1,0,4
h61iaoim,1,0
458ax40d,0,3
tirc9zd7,1,1
6szn9dde,1,3
3cup8ijl,0,1
2z0ljch2,1,3
vffqot8h,0,4
ljefy3zb,1,1
4ldimsyj,1,4
9boq0iq2,1,1
fa39e3nw,0,1
xuj3ac6p,0,1
e63lbqgu,0,4
3obyghgk,1,1
5bwikotc,0,2
keh5sw22,0,4
92mtr6sn,0,2
glh62c9t,1,1
199dxj37,0,1
c9h42m44,1,0
gv3z6bz8,0,0
uug95rlr,1,4
dihsa7he,1,3
z74lav71,0,0
448n7odk,0,4
ef828xg8,1,0
y72ivgly,1,1
e088o98b,0,4
v78hu7f0,1,3
i9g5dzx5,1,3
qjicjdan,0,3
085rntdr,1,2
5xyfc4kl,1,2
8cgn0t6d,0,1
vwrb7f6f,0,0
dhgzz0jk,1,2
ibu4fmpk,1,4
xvhagkc4,0,4
lorxdtg5,0,1
nqjqijc1,0,2
ydmt8vt4,1,2
3pt5r5rc,0,1
6zs62ywe,1,2
1g983ep9,1,4
p9w4j66c,0,1
noljq52w,0,3
spofv177,0,1
udktmonr,1,4
vbjfvyb6,0,3
li076a3k,1,3
krzd5e9p,0,3
3jpxgh30,0,3
153sflse,1,0
45bg34iq,0,1
7zj3sweb,0,4
nvg5vmf6,0,4
0yknfu84,1,0
xyjoa21a,1,3
6xvaj2k8,1,0
xpnmjqy3,1,3
odsx4nxv,0,3
kdc9x5jz,1,2
6kf1622v,1,3
xyzx9jpn,1,1
bzug0it2,1,4
6ys445gd,0,3
ej31gymd,0,2
m0l2ljk4,0,2
q5v7c6s5,1,1
nkb4ehou,1,2
6qlz2rwg,1,4
waj1g1r1,1,4
dwwo8nbh,1,4
nal3gywi,1,3
ymenvg3k,1,2
k0vm59m6,1,1
mg87oi0e,0,0
0vgnxb5j,0,2
tb9xxayp,0,2
ntrfzwkx,1,1
xjve3dze,1,2
edhhjshz,0,3
kbrh7lay,0,2
64yfds0d,0,1
ji9kqdgb,0,0
k2l0d1b4,1,1
xgmpw5d3,0,4
go8jn42x,0,4
2ezc7fov,1,1
2ygnmby4,0,1
9e7eobjl,1,0
zy1uu9ym,1,4
szdximyn,1,4
4u9bxf44,1,0
5cri8bix,0,2
oiq2q4qe,1,4
rxdouadv,1,1
ei3zrrhf,1,4
4abufwbu,1,1
cjg8vuaz,1,2
xkdq95g3,1,1
v23gxj0m,1,3
qvindh4s,0,0
pfdrwb2s,0,4
erev361x,0,1
snbti22n,1,0
v01zderi,1,3
4k5ogz2u,1,3
eaxylnfx,0,3
j4pnjy1o,1,3
2rntjlmz,1,3
04x0qzfh,0,0
omtzzf8a,1,3
