uid,label,fold
xaji0y6d,0,1
pbhsahxt,0,0
hv3a3zmf,0,4
8mdd4v30,0,0
t9nt3w5u,1,4
zbikcidk,1,1
wnnhj7xv,0,1
g0fn9xuy,0,1
41ibljh7,0,4
5lxo6qji,1,1
ujv6oh9s,1,2
dbdw2pcn,1,0
9t84azyt,0,0
jxepq85j,1,2
sg65kxvf,1,3
1t2tala7,0,3
53lc58dr,1,4
c11ertj5,1,4
9mx2x18h,0,3
afeyuhz1,1,1
gv0e38da,1,1
ly8ozcyw,1,3
d14ve92m,1,2
pnsm43d8,0,0
w3zp08j3,1,4
trp0j43d,1,4
5iqvnb4g,1,2
h2m5zja8,1,2
dzr1yxr2,1,0
dhylurtp,0,2
0lzjjege,1,0
t1ghr09s,0,2
kdgigatj,1,0
9tze5r5u,0,0
qpgb7r3o,0,0
cwbfuk9e,0,4
1v2isqp4,1,4
9kwv08hh,1,2
xfgcaqvk,0,1
izzqy72w,1,4
x7ptx63c,1,1
fl0ukeyz,1,1
7srcbplj,1,2
d84u89yj,1,2
b1qx6gvw,0,1
rdmly4ly,0,4
k83tqll8,0,1
os9xtogn,1,0
1w1ht7pz,1,4
e9vifttd,1,1
96qe3rzs,0,2
j49itn7s,1,4
55j2o7s3,0,3
kkv9rftm,1,1
ttqlgzui,1,2
1b0z3nx3,1,2
9rbsv55p,1,0
sq0oxfq8,1,1
myx444nl,1,1
z15bcw79,1,2
0pdw5py6,1,2
b2knftu2,1,2
gc5wi6fq,0,2
jja26yfp,1,3
mvxpj4hn,0,0
riuu9k9x,1,1
juy0bvr6,1,1
k2vmwwyz,0,0
x4w6xlpu,0,0
0dk0get8,0,3
t63j3r30,1,1
me8f8409,0,2
82n2atqy,0,3
yv37dia5,0,0
u6hc36ko,0,2
f8krd5eq,0,2
y08p0fod,0,0
ro8bnp84,0,1
dyt9moge,0,0
4qxxva2i,0,4
euc1hh5l,1,4
f6a4fejg,0,1
xaa2ilgb,0,0
0s0r2sds,1,3
8b25sq8c,0,0
royr6ccv,1,1
cjwtl9tq,1,0
vdz4x1zh,1,0
qimqodpx,1,4
nf7c3dd0,1,3
3uvulemx,0,1
15z8vmuh,0,1
xid4n1u3,1,4
493wxa73,1,1
jgzlma5u,0,3
ofwb0hpm,0,3
nz1udbfw,1,4
yjxrpj1e,0,3
pkyrybov,0,4
akhejla0,0,1
gnzs43c5,1,1
ba75uuzp,0,4
eal2w37d,0,1
4ivsolml,1,4
gses6m03,0,0
3ifhv1xg,0,3
1r11q7uw,0,1
w5wfcpkj,0,4
cslqc3c5,0,1
4wsqt26q,0,3
3xlrfcd6,0,4
mzsgipps,0,2
fnkomv2x,0,3
cdyk0x65,1,2
mufm8zov,1,3
7ln23y30,1,3
ysxpnngh,1,0
8riec4d1,0,1
45bm1enf,0,4
313fpoyi,1,1
pk0qtl3q,0,3
4n89qkns,0,2
832ejx5t,1,4
d44k1j6f,0,3
p8hqmabs,0,0
i9nb74x2,0,3
ek3zezqa,0,0
cj4t0sek,0,2
kbp2qd6v,1,1
asifpwio,1,3
xd9css9t,0,4
oqw9ja2m,0,0
0w10lbt3,0,0
g2qzw3c1,0,1
qkbhb7s9,0,2
t64z7w2s,0,0
ehe2atn2,0,4
twdl9zs1,0,4
3c9xqym5,1,2
2xg8p6be,1,3
fflzm764,0,3
jwtektsg,1,1
7fxzv4u3,0,3
bbxux1ox,0,3
rwk8r2yk,1,4
ccprhvlz,1,2
049enulq,0,4
jidknwi5,0,0
flul1rsr,0,3
la8s8hmb,0,1
r5xqt4p5,0,0
01nouhtc,0,3
s1k9ye9o,0,3
2m71hssb,1,1
elrqvslw,1,3
f90km3tz,0,1
k3ny9v20,0,0
yar821uz,1,2
vgww4fyb,1,4
8dalfyo1,0,4
750cehlx,1,4
slg6mm1z,1,1
xyvgiui9,1,3
kkhzlm72,0,0
jeyn9382,1,4
kkzmpjrh,1,3
t7zewviy,0,3
twbozd1a,0,3
t7o75rh8,1,3
lx6dut07,0,0
6g5g79or,1,3
7875aud9,1,4
k9tr74qg,0,4
efqjg02u,1,4
1g463sdy,1,3
gfliji18,1,1
k0axycel,0,2
os6zle6k,1,3
whef0vot,1,3
qtxhi15c,1,2
qzcuctsu,1,3
flsehuds,1,3
3qsqcq30,0,4
o30ubmc9,0,0
7c7bo119,0,1
xp9n56ny,0,2
xtxmgtt0,0,2
