uid,label,fold
xaji0y6d,0,2
pbhsahxt,0,0
hv3a3zmf,0,0
8mdd4v30,0,2
t9nt3w5u,1,4
zbikcidk,1,1
wnnhj7xv,0,4
g0fn9xuy,0,1
41ibljh7,0,3
5lxo6qji,1,4
ujv6oh9s,1,2
dbdw2pcn,1,1
9t84azyt,0,0
jxepq85j,1,2
sg65kxvf,1,3
1t2tala7,0,4
53lc58dr,1,0
c11ertj5,1,0
9mx2x18h,0,3
afeyuhz1,1,2
gv0e38da,1,1
ly8ozcyw,1,0
d14ve92m,1,3
pnsm43d8,0,4
w3zp08j3,1,3
trp0j43d,1,2
5iqvnb4g,1,2
h2m5zja8,1,3
dzr1yxr2,1,2
dhylurtp,0,2
0lzjjege,1,3
t1ghr09s,0,2
kdgigatj,1,4
9tze5r5u,0,1
qpgb7r3o,0,3
cwbfuk9e,0,1
1v2isqp4,1,0
9kwv08hh,1,4
xfgcaqvk,0,3
izzqy72w,1,1
x7ptx63c,1,0
fl0ukeyz,1,2
7srcbplj,1,2
d84u89yj,1,0
b1qx6gvw,0,3
rdmly4ly,0,2
k83tqll8,0,3
os9xtogn,1,3
1w1ht7pz,1,0
e9vifttd,1,1
96qe3rzs,0,1
j49itn7s,1,0
55j2o7s3,0,1
kkv9rftm,1,0
ttqlgzui,1,0
1b0z3nx3,1,4
9rbsv55p,1,4
sq0oxfq8,1,0
myx444nl,1,2
z15bcw79,1,1
0pdw5py6,1,4
b2knftu2,1,1
gc5wi6fq,0,2
jja26yfp,1,3
mvxpj4hn,0,1
riuu9k9x,1,1
juy0bvr6,1,2
k2vmwwyz,0,1
x4w6xlpu,0,1
0dk0get8,0,1
t63j3r30,1,4
me8f8409,0,3
82n2atqy,0,3
yv37dia5,0,4
u6hc36ko,0,4
f8krd5eq,0,4
y08p0fod,0,2
ro8bnp84,0,2
dyt9moge,0,4
4qxxva2i,0,0
euc1hh5l,1,3
f6a4fejg,0,0
xaa2ilgb,0,4
0s0r2sds,1,1
8b25sq8c,0,3
royr6ccv,1,4
cjwtl9tq,1,3
vdz4x1zh,1,1
qimqodpx,1,3
nf7c3dd0,1,0
3uvulemx,0,1
15z8vmuh,0,0
xid4n1u3,1,0
493wxa73,1,2
jgzlma5u,0,3
ofwb0hpm,0,2
nz1udbfw,1,3
yjxrpj1e,0,4
pkyrybov,0,1
akhejla0,0,3
gnzs43c5,1,0
ba75uuzp,0,1
eal2w37d,0,2
4ivsolml,1,4
gses6m03,0,3
3ifhv1xg,0,3
1r11q7uw,0,1
w5wfcpkj,0,0
cslqc3c5,0,2
4wsqt26q,0,4
3xlrfcd6,0,3
mzsgipps,0,0
fnkomv2x,0,1
cdyk0x65,1,3
mufm8zov,1,3
7ln23y30,1,1
ysxpnngh,1,1
8riec4d1,0,2
45bm1enf,0,4
313fpoyi,1,2
pk0qtl3q,0,2
4n89qkns,0,4
832ejx5t,1,3
d44k1j6f,0,1
p8hqmabs,0,3
i9nb74x2,0,2
ek3zezqa,0,2
cj4t0sek,0,2
kbp2qd6v,1,2
asifpwio,1,4
xd9css9t,0,1
oqw9ja2m,0,3
0w10lbt3,0,4
g2qzw3c1,0,0
qkbhb7s9,0,3
t64z7w2s,0,4
ehe2atn2,0,1
twdl9zs1,0,4
3c9xqym5,1,4
2xg8p6be,1,2
fflzm764,0,0
jwtektsg,1,0
7fxzv4u3,0,4
bbxux1ox,0,2
rwk8r2yk,1,3
ccprhvlz,1,4
049enulq,0,4
jidknwi5,0,0
flul1rsr,0,0
la8s8hmb,0,2
r5xqt4p5,0,1
01nouhtc,0,3
s1k9ye9o,0,0
2m71hssb,1,3
elrqvslw,1,0
f90km3tz,0,4
k3ny9v20,0,0
yar821uz,1,4
vgww4fyb,1,3
8dalfyo1,0,2
750cehlx,1,1
slg6mm1z,1,0
xyvgiui9,1,0
kkhzlm72,0,3
jeyn9382,1,3
kkzmpjrh,1,3
t7zewviy,0,4
twbozd1a,0,1
t7o75rh8,1,1
lx6dut07,0,0
6g5g79or,1,1
7875aud9,1,2
k9tr74qg,0,4
efqjg02u,1,4
1g463sdy,1,0
gfliji18,1,1
k0axycel,0,3
os6zle6k,1,0
whef0vot,1,0
qtxhi15c,1,1
qzcuctsu,1,1
flsehuds,1,2
3qsqcq30,0,1
o30ubmc9,0,4
7c7bo119,0,2
xp9n56ny,0,2
xtxmgtt0,0,0
iaakytt3,0,3
imj70e3p,1,1
15ahdbvz,0,0
b0oih5cs,1,2
k30lvylk,0,4
fxhkc856,0,3
wpr97y2l,1,3
ofn1r4kz,1,3
36u8ueih,1,1
x74d0gjy,0,2
v5g10ur5,1,0
l8a78e9r,0,1
ivh6t1nt,1,4
mjsrd9q4,1,3
6nouhfj7,0,2
upfln4rx,1,0
yj38xrg2,0,3
gzr7txcb,0,3
48y1o4iz,1,2
asnwywrr,1,2
atatj9a3,0,2
y36ddfgs,0,4
3jonou9i,1,4
y4x41dnt,0,0
cagrp2u4,0,4
dtbh55rb,0,0
c76ub7l8,1,4
v1zocfi4,1,0
o6l1f90s,0,4
9bp4m18o,0,1
1bj9rm7p,0,3
yxdw2zcf,1,1
zw0ldalm,0,1
jegqtoam,0,4
dvlnknd6,0,2
69ugnekr,0,0
cpprcjiw,1,1
vhdk8lw2,0,1
lm349el8,1,3
hl88kzru,0,0
in3oeuvt,1,3
yt8qzpky,0,1
32orwixz,1,0
2c9ros7y,0,3
t2m6twd1,1,4
xmxb9yo1,0,3
8pajssuu,0,1
qo1vsmad,1,2
o8e7flqh,1,0
rrpzlk3e,0,1
4xyf9igf,1,2
u8iogxpb,0,0
whvnzh13,1,1
cd5glqj5,1,1
sxvwvm4w,0,0
3zkwdeek,1,0
gyspengw,0,0
yx9trflq,1,4
bmae38sr,0,4
yo4rcb1k,1,1
jtgq01te,0,4
e13n3bzt,0,2
9d31k9qm,1,4
3p91i3vm,0,4
zwffhhcm,1,4
ktlzkj49,0,3
yd82795e,1,0
5iz31yru,0,1
joqw5dsk,1,3
7n8la100,1,3
qxmcthph,0,2
j3muurmy,1,2
bd2qe4pa,0,1
