uid,label,fold
xaji0y6d,0,0
pbhsahxt,0,1
hv3a3zmf,0,0
8mdd4v30,0,3
t9nt3w5u,1,1
zbikcidk,1,0
wnnhj7xv,0,2
g0fn9xuy,0,3
41ibljh7,0,2
5lxo6qji,1,2
ujv6oh9s,1,3
dbdw2pcn,1,2
9t84azyt,0,0
jxepq85j,1,0
sg65kxvf,1,4
1t2tala7,0,1
53lc58dr,1,4
c11ertj5,1,1
9mx2x18h,0,0
afeyuhz1,1,3
gv0e38da,1,4
ly8ozcyw,1,0
d14ve92m,1,2
pnsm43d8,0,4
w3zp08j3,1,4
trp0j43d,1,0
5iqvnb4g,1,4
h2m5zja8,1,0
dzr1yxr2,1,2
dhylurtp,0,4
0lzjjege,1,1
t1ghr09s,0,3
kdgigatj,1,3
9tze5r5u,0,1
qpgb7r3o,0,3
cwbfuk9e,0,2
1v2isqp4,1,0
9kwv08hh,1,2
xfgcaqvk,0,0
izzqy72w,1,0
x7ptx63c,1,3
fl0ukeyz,1,2
7srcbplj,1,4
d84u89yj,1,2
b1qx6gvw,0,4
rdmly4ly,0,0
k83tqll8,0,0
os9xtogn,1,4
1w1ht7pz,1,2
e9vifttd,1,2
96qe3rzs,0,2
j49itn7s,1,4
55j2o7s3,0,0
kkv9rftm,1,1
ttqlgzui,1,2
1b0z3nx3,1,1
9rbsv55p,1,1
sq0oxfq8,1,1
myx444nl,1,2
z15bcw79,1,4
0pdw5py6,1,1
b2knftu2,1,3
gc5wi6fq,0,4
jja26yfp,1,4
mvxpj4hn,0,3
riuu9k9x,1,0
juy0bvr6,1,0
k2vmwwyz,0,1
x4w6xlpu,0,1
0dk0get8,0,2
t63j3r30,1,0
me8f8409,0,1
82n2atqy,0,1
yv37dia5,0,1
u6hc36ko,0,2
f8krd5eq,0,1
y08p0fod,0,1
ro8bnp84,0,2
dyt9moge,0,3
4qxxva2i,0,0
euc1hh5l,1,4
f6a4fejg,0,1
xaa2ilgb,0,4
0s0r2sds,1,1
8b25sq8c,0,0
royr6ccv,1,2
cjwtl9tq,1,1
vdz4x1zh,1,4
qimqodpx,1,0
nf7c3dd0,1,3
3uvulemx,0,4
15z8vmuh,0,0
xid4n1u3,1,2
493wxa73,1,0
jgzlma5u,0,4
ofwb0hpm,0,0
nz1udbfw,1,4
yjxrpj1e,0,1
pkyrybov,0,1
akhejla0,0,3
gnzs43c5,1,3
ba75uuzp,0,3
eal2w37d,0,0
4ivsolml,1,4
gses6m03,0,3
3ifhv1xg,0,3
1r11q7uw,0,3
w5wfcpkj,0,3
cslqc3c5,0,0
4wsqt26q,0,0
3xlrfcd6,0,0
mzsgipps,0,3
fnkomv2x,0,4
cdyk0x65,1,4
mufm8zov,1,0
7ln23y30,1,1
ysxpnngh,1,2
8riec4d1,0,3
45bm1enf,0,4
313fpoyi,1,2
pk0qtl3q,0,1
4n89qkns,0,4
832ejx5t,1,4
d44k1j6f,0,3
p8hqmabs,0,4
i9nb74x2,0,0
ek3zezqa,0,3
cj4t0sek,0,3
kbp2qd6v,1,4
asifpwio,1,0
xd9css9t,0,4
oqw9ja2m,0,2
0w10lbt3,0,4
g2qzw3c1,0,3
qkbhb7s9,0,0
t64z7w2s,0,3
ehe2atn2,0,0
twdl9zs1,0,1
3c9xqym5,1,1
2xg8p6be,1,4
fflzm764,0,4
jwtektsg,1,0
7fxzv4u3,0,3
bbxux1ox,0,4
rwk8r2yk,1,1
ccprhvlz,1,1
049enulq,0,4
jidknwi5,0,3
flul1rsr,0,1
la8s8hmb,0,4
r5xqt4p5,0,1
01nouhtc,0,1
s1k9ye9o,0,1
2m71hssb,1,2
elrqvslw,1,4
f90km3tz,0,4
k3ny9v20,0,3
yar821uz,1,1
vgww4fyb,1,1
8dalfyo1,0,0
750cehlx,1,3
slg6mm1z,1,0
xyvgiui9,1,2
kkhzlm72,0,4
jeyn9382,1,1
kkzmpjrh,1,2
t7zewviy,0,0
twbozd1a,0,3
t7o75rh8,1,3
lx6dut07,0,4
6g5g79or,1,4
7875aud9,1,2
k9tr74qg,0,0
efqjg02u,1,2
1g463sdy,1,0
gfliji18,1,1
k0axycel,0,3
os6zle6k,1,4
whef0vot,1,0
qtxhi15c,1,2
qzcuctsu,1,0
flsehuds,1,2
3qsqcq30,0,4
o30ubmc9,0,4
7c7bo119,0,1
xp9n56ny,0,0
xtxmgtt0,0,3
iaakytt3,0,0
imj70e3p,1,3
15ahdbvz,0,2
b0oih5cs,1,0
k30lvylk,0,0
fxhkc856,0,4
wpr97y2l,1,4
ofn1r4kz,1,0
36u8ueih,1,3
x74d0gjy,0,1
v5g10ur5,1,2
l8a78e9r,0,4
ivh6t1nt,1,4
mjsrd9q4,1,1
6nouhfj7,0,1
upfln4rx,1,2
yj38xrg2,0,0
gzr7txcb,0,2
48y1o4iz,1,1
asnwywrr,1,0
atatj9a3,0,3
y36ddfgs,0,4
3jonou9i,1,1
y4x41dnt,0,0
cagrp2u4,0,4
dtbh55rb,0,1
c76ub7l8,1,1
v1zocfi4,1,4
o6l1f90s,0,3
9bp4m18o,0,0
1bj9rm7p,0,1
yxdw2zcf,1,2
zw0ldalm,0,1
jegqtoam,0,2
dvlnknd6,0,0
69ugnekr,0,4
cpprcjiw,1,2
vhdk8lw2,0,1
lm349el8,1,0
hl88kzru,0,0
in3oeuvt,1,1
yt8qzpky,0,2
32orwixz,1,0
2c9ros7y,0,1
t2m6twd1,1,4
xmxb9yo1,0,4
8pajssuu,0,2
qo1vsmad,1,4
o8e7flqh,1,0
rrpzlk3e,0,0
4xyf9igf,1,3
u8iogxpb,0,4
whvnzh13,1,2
cd5glqj5,1,3
sxvwvm4w,0,3
3zkwdeek,1,1
gyspengw,0,1
yx9trflq,1,0
bmae38sr,0,1
yo4rcb1k,1,0
jtgq01te,0,2
e13n3bzt,0,2
9d31k9qm,1,4
3p91i3vm,0,0
zwffhhcm,1,4
ktlzkj49,0,4
yd82795e,1,3
5iz31yru,0,3
joqw5dsk,1,4
7n8la100,1,2
qxmcthph,0,1
j3muurmy,1,4
bd2qe4pa,0,2
8hyexf7j,1,4
xjn6fokz,0,1
ixzareiy,0,0
az39pecn,0,1
0dl5e11e,1,4
9ftaxp0w,1,4
foy4dd1v,1,0
n8lfjdtv,0,2
v2y4xkss,1,3
0kb68rer,0,0
vt997e4u,0,1
ny181acj,0,1
bc2swsoz,1,3
ctwjlsh3,0,3
tow4ycz0,0,1
4cdpqvl0,1,1
0ezzf8s2,1,0
zge2j51b,1,4
3jczucqm,0,3
runjdu0i,1,2
sb5iqnf7,0,0
4t60ploz,1,3
jcns6g29,1,3
8cqk4lta,0,3
hukwqvr1,0,2
h61iaoim,1,3
458ax40d,0,2
tirc9zd7,1,2
6szn9dde,1,2
3cup8ijl,0,1
2z0ljch2,1,4
vffqot8h,0,0
ljefy3zb,1,4
4ldimsyj,1,4
9boq0iq2,1,1
fa39e3nw,0,3
xuj3ac6p,0,0
e63lbqgu,0,3
3obyghgk,1,4
5bwikotc,0,3
keh5sw22,0,2
92mtr6sn,0,4
glh62c9t,1,3
199dxj37,0,4
c9h42m44,1,2
gv3z6bz8,0,3
uug95rlr,1,4
dihsa7he,1,0
z74lav71,0,0
448n7odk,0,4
ef828xg8,1,2
y72ivgly,1,3
e088o98b,0,1
v78hu7f0,1,4
i9g5dzx5,1,1
qjicjdan,0,1
085rntdr,1,0
5xyfc4kl,1,2
8cgn0t6d,0,2
vwrb7f6f,0,2
dhgzz0jk,1,4
ibu4fmpk,1,0
xvhagkc4,0,0
lorxdtg5,0,4
nqjqijc1,0,3
ydmt8vt4,1,0
3pt5r5rc,0,3
6zs62ywe,1,3
1g983ep9,1,2
p9w4j66c,0,4
noljq52w,0,4
spofv177,0,3
udktmonr,1,2
vbjfvyb6,0,1
li076a3k,1,0
krzd5e9p,0,4
3jpxgh30,0,0
153sflse,1,1
45bg34iq,0,2
7zj3sweb,0,2
nvg5vmf6,0,2
0yknfu84,1,0
xyjoa21a,1,1
6xvaj2k8,1,2
xpnmjqy3,1,2
odsx4nxv,0,3
kdc9x5jz,1,1
6kf1622v,1,4
xyzx9jpn,1,4
bzug0it2,1,2
6ys445gd,0,0
ej31gymd,0,2
m0l2ljk4,0,2
q5v7c6s5,1,3
nkb4ehou,1,2
6qlz2rwg,1,4
waj1g1r1,1,0
dwwo8nbh,1,2
nal3gywi,1,2
ymenvg3k,1,0
k0vm59m6,1,3
mg87oi0e,0,0
0vgnxb5j,0,3
tb9xxayp,0,3
ntrfzwkx,1,4
xjve3dze,1,1
edhhjshz,0,2
kbrh7lay,0,0
64yfds0d,0,3
ji9kqdgb,0,4
k2l0d1b4,1,3
xgmpw5d3,0,1
go8jn42x,0,1
2ezc7fov,1,1
2ygnmby4,0,0
9e7eobjl,1,4
zy1uu9ym,1,0
szdximyn,1,1
4u9bxf44,1,3
5cri8bix,0,3
oiq2q4qe,1,1
rxdouadv,1,1
ei3zrrhf,1,1
4abufwbu,1,1
cjg8vuaz,1,0
xkdq95g3,1,0
v23gxj0m,1,0
qvindh4s,0,2
pfdrwb2s,0,1
erev361x,0,4
snbti22n,1,3
v01zderi,1,1
4k5ogz2u,1,3
eaxylnfx,0,1
j4pnjy1o,1,2
2rntjlmz,1,1
04x0qzfh,0,0
omtzzf8a,1,3
df7pchcb,1,2
n9wszv83,1,1
xphx2kbv,0,0
sigbiaf9,1,3
2movs0cd,1,0
k36m8jvh,1,2
7ujodck8,1,1
2853uy8u,0,4
118qqvae,1,0
cw9yil8s,1,1
a3idy3c7,0,2
rm6j8y6r,0,2
h05hhiwf,0,2
d7yxw1tb,1,3
rwr965r9,1,3
6khub2rt,0,0
soyg9zqy,1,4
ahulwjti,0,1
qwnrhzn4,1,1
kgeuidji,1,3
pnf8f3gr,1,2
94sz2kuu,1,3
oyc3rwqm,1,1
mu7jae58,1,4
huxg2myr,0,2
06nkwfg3,0,4
mwu4cfil,1,1
kjxjq5nv,1,0
8oga0x7z,1,0
