uid,label,fold
xaji0y6d,0,4
pbhsahxt,0,4
hv3a3zmf,0,0
8mdd4v30,0,1
t9nt3w5u,1,2
zbikcidk,1,0
wnnhj7xv,0,2
g0fn9xuy,0,2
41ibljh7,0,1
5lxo6qji,1,1
ujv6oh9s,1,4
dbdw2pcn,1,0
9t84azyt,0,0
jxepq85j,1,1
sg65kxvf,1,1
1t2tala7,0,1
53lc58dr,1,0
c11ertj5,1,1
9mx2x18h,0,3
afeyuhz1,1,0
gv0e38da,1,0
ly8ozcyw,1,0
d14ve92m,1,1
pnsm43d8,0,0
w3zp08j3,1,2
trp0j43d,1,0
5iqvnb4g,1,4
h2m5zja8,1,2
dzr1yxr2,1,1
dhylurtp,0,2
0lzjjege,1,0
t1ghr09s,0,3
kdgigatj,1,3
9tze5r5u,0,4
qpgb7r3o,0,4
cwbfuk9e,0,2
1v2isqp4,1,1
9kwv08hh,1,2
xfgcaqvk,0,1
izzqy72w,1,1
x7ptx63c,1,2
fl0ukeyz,1,3
7srcbplj,1,0
d84u89yj,1,1
b1qx6gvw,0,3
rdmly4ly,0,3
k83tqll8,0,2
os9xtogn,1,4
1w1ht7pz,1,0
e9vifttd,1,2
96qe3rzs,0,3
j49itn7s,1,4
55j2o7s3,0,1
kkv9rftm,1,3
ttqlgzui,1,3
1b0z3nx3,1,1
9rbsv55p,1,2
sq0oxfq8,1,1
myx444nl,1,2
z15bcw79,1,1
0pdw5py6,1,3
b2knftu2,1,4
gc5wi6fq,0,4
jja26yfp,1,1
mvxpj4hn,0,1
riuu9k9x,1,0
juy0bvr6,1,1
k2vmwwyz,0,2
x4w6xlpu,0,0
0dk0get8,0,3
t63j3r30,1,1
me8f8409,0,0
82n2atqy,0,2
yv37dia5,0,1
u6hc36ko,0,0
f8krd5eq,0,4
y08p0fod,0,4
ro8bnp84,0,2
dyt9moge,0,3
4qxxva2i,0,3
euc1hh5l,1,3
f6a4fejg,0,3
xaa2ilgb,0,4
0s0r2sds,1,3
8b25sq8c,0,0
royr6ccv,1,3
cjwtl9tq,1,3
vdz4x1zh,1,1
qimqodpx,1,4
nf7c3dd0,1,2
3uvulemx,0,2
15z8vmuh,0,2
xid4n1u3,1,1
493wxa73,1,1
jgzlma5u,0,0
ofwb0hpm,0,0
nz1udbfw,1,0
yjxrpj1e,0,1
pkyrybov,0,4
akhejla0,0,4
gnzs43c5,1,1
ba75uuzp,0,4
eal2w37d,0,0
4ivsolml,1,0
gses6m03,0,2
3ifhv1xg,0,3
1r11q7uw,0,0
w5wfcpkj,0,1
cslqc3c5,0,4
4wsqt26q,0,3
3xlrfcd6,0,3
mzsgipps,0,2
fnkomv2x,0,2
cdyk0x65,1,3
mufm8zov,1,3
7ln23y30,1,4
ysxpnngh,1,1
8riec4d1,0,3
45bm1enf,0,2
313fpoyi,1,4
pk0qtl3q,0,0
4n89qkns,0,0
832ejx5t,1,3
d44k1j6f,0,4
p8hqmabs,0,2
i9nb74x2,0,3
ek3zezqa,0,4
cj4t0sek,0,0
kbp2qd6v,1,1
asifpwio,1,2
xd9css9t,0,3
oqw9ja2m,0,0
0w10lbt3,0,0
g2qzw3c1,0,0
qkbhb7s9,0,0
t64z7w2s,0,0
ehe2atn2,0,2
twdl9zs1,0,1
3c9xqym5,1,0
2xg8p6be,1,1
fflzm764,0,2
jwtektsg,1,0
7fxzv4u3,0,4
bbxux1ox,0,3
rwk8r2yk,1,0
ccprhvlz,1,3
049enulq,0,2
jidknwi5,0,0
flul1rsr,0,0
la8s8hmb,0,3
r5xqt4p5,0,4
01nouhtc,0,0
s1k9ye9o,0,3
2m71hssb,1,3
elrqvslw,1,4
f90km3tz,0,1
k3ny9v20,0,1
yar821uz,1,1
vgww4fyb,1,2
8dalfyo1,0,4
750cehlx,1,4
slg6mm1z,1,0
xyvgiui9,1,2
kkhzlm72,0,0
jeyn9382,1,2
kkzmpjrh,1,2
t7zewviy,0,3
twbozd1a,0,3
t7o75rh8,1,0
lx6dut07,0,3
6g5g79or,1,3
7875aud9,1,3
k9tr74qg,0,2
efqjg02u,1,2
1g463sdy,1,3
gfliji18,1,1
k0axycel,0,2
os6zle6k,1,0
whef0vot,1,3
qtxhi15c,1,1
qzcuctsu,1,1
flsehuds,1,3
3qsqcq30,0,0
o30ubmc9,0,4
7c7bo119,0,1
xp9n56ny,0,4
xtxmgtt0,0,2
iaakytt3,0,2
imj70e3p,1,4
15ahdbvz,0,2
b0oih5cs,1,4
k30lvylk,0,0
fxhkc856,0,3
wpr97y2l,1,0
ofn1r4kz,1,0
36u8ueih,1,3
x74d0gjy,0,3
v5g10ur5,1,0
l8a78e9r,0,3
ivh6t1nt,1,3
mjsrd9q4,1,1
6nouhfj7,0,1
upfln4rx,1,2
yj38xrg2,0,1
gzr7txcb,0,1
48y1o4iz,1,2
asnwywrr,1,0
atatj9a3,0,2
y36ddfgs,0,0
3jonou9i,1,2
y4x41dnt,0,1
cagrp2u4,0,0
dtbh55rb,0,1
c76ub7l8,1,1
v1zocfi4,1,2
o6l1f90s,0,0
9bp4m18o,0,2
1bj9rm7p,0,3
yxdw2zcf,1,1
zw0ldalm,0,0
jegqtoam,0,1
dvlnknd6,0,2
69ugnekr,0,2
cpprcjiw,1,1
vhdk8lw2,0,4
lm349el8,1,4
hl88kzru,0,1
in3oeuvt,1,0
yt8qzpky,0,1
32orwixz,1,2
2c9ros7y,0,4
t2m6twd1,1,0
xmxb9yo1,0,2
8pajssuu,0,2
qo1vsmad,1,1
o8e7flqh,1,4
rrpzlk3e,0,0
4xyf9igf,1,1
u8iogxpb,0,4
whvnzh13,1,2
cd5glqj5,1,0
sxvwvm4w,0,4
3zkwdeek,1,0
gyspengw,0,1
yx9trflq,1,3
bmae38sr,0,3
yo4rcb1k,1,4
jtgq01te,0,0
e13n3bzt,0,2
9d31k9qm,1,3
3p91i3vm,0,4
zwffhhcm,1,2
ktlzkj49,0,3
yd82795e,1,1
5iz31yru,0,0
joqw5dsk,1,1
7n8la100,1,2
