uid,label,fold
xaji0y6d,0,1
pbhsahxt,0,1
hv3a3zmf,0,1
8mdd4v30,0,3
t9nt3w5u,1,0
zbikcidk,1,3
wnnhj7xv,0,3
g0fn9xuy,0,1
41ibljh7,0,2
5lxo6qji,1,2
ujv6oh9s,1,0
dbdw2pcn,1,2
9t84azyt,0,4
jxepq85j,1,4
sg65kxvf,1,3
1t2tala7,0,0
53lc58dr,1,1
c11ertj5,1,2
9mx2x18h,0,3
afeyuhz1,1,4
gv0e38da,1,0
ly8ozcyw,1,2
d14ve92m,1,2
pnsm43d8,0,2
w3zp08j3,1,1
trp0j43d,1,2
5iqvnb4g,1,0
h2m5zja8,1,4
dzr1yxr2,1,2
dhylurtp,0,2
0lzjjege,1,4
t1ghr09s,0,2
kdgigatj,1,2
9tze5r5u,0,3
qpgb7r3o,0,0
cwbfuk9e,0,0
1v2isqp4,1,3
9kwv08hh,1,1
xfgcaqvk,0,0
izzqy72w,1,4
x7ptx63c,1,0
fl0ukeyz,1,4
7srcbplj,1,3
d84u89yj,1,4
b1qx6gvw,0,0
rdmly4ly,0,1
k83tqll8,0,1
os9xtogn,1,0
1w1ht7pz,1,2
e9vifttd,1,4
96qe3rzs,0,0
j49itn7s,1,0
55j2o7s3,0,4
kkv9rftm,1,1
ttqlgzui,1,4
1b0z3nx3,1,0
9rbsv55p,1,2
sq0oxfq8,1,3
myx444nl,1,4
z15bcw79,1,1
0pdw5py6,1,2
b2knftu2,1,0
gc5wi6fq,0,3
jja26yfp,1,4
mvxpj4hn,0,1
riuu9k9x,1,4
juy0bvr6,1,3
k2vmwwyz,0,2
x4w6xlpu,0,0
0dk0get8,0,1
t63j3r30,1,3
me8f8409,0,2
82n2atqy,0,3
yv37dia5,0,4
u6hc36ko,0,0
f8krd5eq,0,2
y08p0fod,0,3
ro8bnp84,0,3
dyt9moge,0,1
4qxxva2i,0,3
euc1hh5l,1,1
f6a4fejg,0,0
xaa2ilgb,0,1
0s0r2sds,1,0
8b25sq8c,0,1
royr6ccv,1,3
cjwtl9tq,1,2
vdz4x1zh,1,0
qimqodpx,1,2
nf7c3dd0,1,3
3uvulemx,0,0
15z8vmuh,0,1
xid4n1u3,1,3
493wxa73,1,4
jgzlma5u,0,0
ofwb0hpm,0,0
nz1udbfw,1,3
yjxrpj1e,0,2
pkyrybov,0,4
akhejla0,0,2
gnzs43c5,1,4
ba75uuzp,0,1
eal2w37d,0,2
4ivsolml,1,1
gses6m03,0,3
3ifhv1xg,0,1
1r11q7uw,0,1
w5wfcpkj,0,3
cslqc3c5,0,0
4wsqt26q,0,3
3xlrfcd6,0,4
mzsgipps,0,3
fnkomv2x,0,1
cdyk0x65,1,4
mufm8zov,1,2
7ln23y30,1,1
ysxpnngh,1,0
8riec4d1,0,0
45bm1enf,0,4
313fpoyi,1,4
pk0qtl3q,0,4
4n89qkns,0,2
832ejx5t,1,4
d44k1j6f,0,0
p8hqmabs,0,3
i9nb74x2,0,0
ek3zezqa,0,2
cj4t0sek,0,2
kbp2qd6v,1,3
asifpwio,1,0
xd9css9t,0,4
oqw9ja2m,0,0
0w10lbt3,0,2
g2qzw3c1,0,1
qkbhb7s9,0,3
t64z7w2s,0,4
ehe2atn2,0,1
twdl9zs1,0,3
3c9xqym5,1,4
2xg8p6be,1,4
fflzm764,0,4
jwtektsg,1,4
7fxzv4u3,0,0
bbxux1ox,0,4
rwk8r2yk,1,3
ccprhvlz,1,1
049enulq,0,0
jidknwi5,0,4
flul1rsr,0,0
la8s8hmb,0,0
r5xqt4p5,0,2
01nouhtc,0,0
s1k9ye9o,0,2
2m71hssb,1,4
elrqvslw,1,1
f90km3tz,0,4
k3ny9v20,0,1
yar821uz,1,4
vgww4fyb,1,4
8dalfyo1,0,2
750cehlx,1,3
slg6mm1z,1,1
xyvgiui9,1,2
kkhzlm72,0,2
jeyn9382,1,2
kkzmpjrh,1,2
t7zewviy,0,2
twbozd1a,0,2
t7o75rh8,1,0
lx6dut07,0,2
6g5g79or,1,2
7875aud9,1,2
k9tr74qg,0,3
efqjg02u,1,1
