uid,label,fold
xaji0y6d,0,3
pbhsahxt,0,1
hv3a3zmf,0,1
8mdd4v30,0,4
t9nt3w5u,1,1
zbikcidk,1,2
wnnhj7xv,0,0
g0fn9xuy,0,1
41ibljh7,0,0
5lxo6qji,1,1
ujv6oh9s,1,0
dbdw2pcn,1,3
9t84azyt,0,3
jxepq85j,1,1
sg65kxvf,1,3
1t2tala7,0,0
53lc58dr,1,2
c11ertj5,1,1
9mx2x18h,0,1
afeyuhz1,1,1
gv0e38da,1,4
ly8ozcyw,1,3
d14ve92m,1,1
pnsm43d8,0,2
w3zp08j3,1,3
trp0j43d,1,0
5iqvnb4g,1,3
h2m5zja8,1,4
dzr1yxr2,1,4
dhylurtp,0,1
0lzjjege,1,0
t1ghr09s,0,0
kdgigatj,1,4
9tze5r5u,0,2
qpgb7r3o,0,1
cwbfuk9e,0,0
1v2isqp4,1,3
9kwv08hh,1,4
xfgcaqvk,0,3
izzqy72w,1,3
x7ptx63c,1,1
fl0ukeyz,1,4
7srcbplj,1,1
d84u89yj,1,3
b1qx6gvw,0,0
rdmly4ly,0,3
k83tqll8,0,4
os9xtogn,1,0
1w1ht7pz,1,0
e9vifttd,1,2
96qe3rzs,0,4
j49itn7s,1,0
55j2o7s3,0,4
kkv9rftm,1,2
ttqlgzui,1,0
1b0z3nx3,1,4
9rbsv55p,1,0
sq0oxfq8,1,3
myx444nl,1,1
z15bcw79,1,0
0pdw5py6,1,2
b2knftu2,1,0
gc5wi6fq,0,3
jja26yfp,1,0
mvxpj4hn,0,4
riuu9k9x,1,2
juy0bvr6,1,3
k2vmwwyz,0,4
x4w6xlpu,0,4
0dk0get8,0,2
t63j3r30,1,4
me8f8409,0,0
82n2atqy,0,3
yv37dia5,0,1
u6hc36ko,0,3
f8krd5eq,0,2
y08p0fod,0,1
ro8bnp84,0,2
dyt9moge,0,3
4qxxva2i,0,4
euc1hh5l,1,0
f6a4fejg,0,3
xaa2ilgb,0,4
0s0r2sds,1,2
8b25sq8c,0,1
royr6ccv,1,4
cjwtl9tq,1,3
vdz4x1zh,1,3
qimqodpx,1,0
nf7c3dd0,1,0
3uvulemx,0,2
15z8vmuh,0,0
xid4n1u3,1,1
493wxa73,1,2
jgzlma5u,0,1
ofwb0hpm,0,2
nz1udbfw,1,2
yjxrpj1e,0,1
pkyrybov,0,0
akhejla0,0,4
gnzs43c5,1,4
ba75uuzp,0,4
eal2w37d,0,0
4ivsolml,1,2
gses6m03,0,2
3ifhv1xg,0,0
1r11q7uw,0,4
w5wfcpkj,0,1
cslqc3c5,0,3
4wsqt26q,0,3
3xlrfcd6,0,4
mzsgipps,0,1
fnkomv2x,0,2
cdyk0x65,1,4
mufm8zov,1,3
7ln23y30,1,4
ysxpnngh,1,0
8riec4d1,0,4
45bm1enf,0,1
313fpoyi,1,3
pk0qtl3q,0,2
4n89qkns,0,4
832ejx5t,1,0
d44k1j6f,0,0
p8hqmabs,0,1
i9nb74x2,0,2
ek3zezqa,0,4
cj4t0sek,0,3
kbp2qd6v,1,1
asifpwio,1,2
xd9css9t,0,1
oqw9ja2m,0,0
0w10lbt3,0,2
g2qzw3c1,0,3
qkbhb7s9,0,1
t64z7w2s,0,2
ehe2atn2,0,1
twdl9zs1,0,0
3c9xqym5,1,3
2xg8p6be,1,0
fflzm764,0,4
jwtektsg,1,1
7fxzv4u3,0,0
bbxux1ox,0,3
rwk8r2yk,1,4
ccprhvlz,1,0
049enulq,0,1
jidknwi5,0,2
flul1rsr,0,0
la8s8hmb,0,4
r5xqt4p5,0,4
01nouhtc,0,1
s1k9ye9o,0,1
2m71hssb,1,3
elrqvslw,1,1
f90km3tz,0,4
k3ny9v20,0,0
yar821uz,1,3
vgww4fyb,1,1
8dalfyo1,0,4
750cehlx,1,3
slg6mm1z,1,1
xyvgiui9,1,0
kkhzlm72,0,4
jeyn9382,1,3
kkzmpjrh,1,3
t7zewviy,0,4
twbozd1a,0,0
t7o75rh8,1,4
lx6dut07,0,3
6g5g79or,1,1
7875aud9,1,3
k9tr74qg,0,3
